,ws,Technology,par,unit,est,year,val
2563,vanadium redox flow battery,vanadium redox battery (vrb),energy component,EUR_2020/MWh,control,2020,190000.0
2564,vanadium redox flow battery,vanadium redox battery (vrb),energy component,EUR_2020/MWh,control,2025,190000.0
2565,vanadium redox flow battery,vanadium redox battery (vrb),energy component,EUR_2020/MWh,control,2030,140000.0
2566,vanadium redox flow battery,vanadium redox battery (vrb),energy component,EUR_2020/MWh,control,2035,110000.0
2567,vanadium redox flow battery,vanadium redox battery (vrb),energy component,EUR_2020/MWh,control,2040,73000.0
2568,vanadium redox flow battery,vanadium redox battery (vrb),energy component,EUR_2020/MWh,control,2050,45000.0
2569,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,lower,2030,130000.0
2570,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,lower,2050,70000.0
2571,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,upper,2030,140000.0
2572,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,upper,2050,130000.0
2573,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,control,2020,200000.0
2574,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,control,2025,150000.0
2575,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,control,2030,130000.0
2576,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,control,2035,130000.0
2577,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,control,2040,125000.0
2578,vanadium redox flow battery,vanadium redox battery (vrb),other project costs,EUR_2020/MWh,control,2050,120000.0
2579,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,lower,2030,2320.0
2580,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,lower,2050,743.0
2581,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,upper,2030,6557.0
2582,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,upper,2050,3875.0
2583,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,control,2020,6300.0
2584,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,control,2025,3975.0
2585,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,control,2030,4088.0
2586,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,control,2035,3467.0
2587,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,control,2040,2927.0
2588,vanadium redox flow battery,vanadium redox battery (vrb),fixed o&m,EUR_2020/MW/year,control,2050,2388.0
2589,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,lower,2030,464000.0
2590,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,lower,2050,186000.0
2591,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,upper,2030,656000.0
2592,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,upper,2050,388000.0
2593,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,control,2020,630000.0
2594,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,control,2025,530000.0
2595,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,control,2030,545000.0
2596,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,control,2035,462000.0
2597,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,control,2040,390000.0
2598,vanadium redox flow battery,vanadium redox battery (vrb),specific investment,EUR_2020/MWh,control,2050,318000.0
2599,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,lower,2030,0.0
2600,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,lower,2050,0.0
2601,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,upper,2030,0.0
2602,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,upper,2050,0.0
2603,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,control,2020,0.0
2604,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,control,2025,0.0
2605,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,control,2030,0.0
2606,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,control,2035,0.0
2607,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,control,2040,0.0
2608,vanadium redox flow battery,vanadium redox battery (vrb),variable o&m,EUR_2020/MWh,control,2050,0.0
2609,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,lower,2030,0.05
2610,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,lower,2050,0.05
2611,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,upper,2030,0.2
2612,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,upper,2050,0.2
2613,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,control,2020,0.1
2614,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,control,2025,0.1
2615,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,control,2030,0.1
2616,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,control,2035,0.1
2617,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,control,2040,0.1
2618,vanadium redox flow battery,vanadium redox battery (vrb),response time from full-rated charge to full-rated discharge,sec,control,2050,0.1
2619,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,lower,2030,0.05
2620,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,lower,2050,0.05
2621,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,upper,2030,0.25
2622,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,upper,2050,0.2
2623,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,control,2020,0.25
2624,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,control,2025,0.2
2625,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,control,2030,0.1
2626,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,control,2035,0.1
2627,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,control,2040,0.1
2628,vanadium redox flow battery,vanadium redox battery (vrb),response time from idle to full-rated discharge,sec,control,2050,0.1
2629,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,lower,2030,7407.0
2630,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,lower,2050,10370.0
2631,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,upper,2030,11111.0
2632,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,upper,2050,11852.0
2633,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,control,2020,7407.0
2634,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,control,2025,7407.0
2635,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,control,2030,8880.0
2636,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,control,2035,9438.0
2637,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,control,2040,9996.0
2638,vanadium redox flow battery,vanadium redox battery (vrb),energy density,Wh/meter**3,control,2050,11111.0
2639,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,lower,2030,120000.0
2640,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,lower,2050,300000.0
2641,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,upper,2030,200000.0
2642,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,upper,2050,120000.0
2643,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,control,2020,200000.0
2644,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,control,2025,200000.0
2645,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,control,2030,150000.0
2646,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,control,2035,120000.0
2647,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,control,2040,80000.0
2648,vanadium redox flow battery,vanadium redox battery (vrb),energy storage expansion cost,EUR_2020/MWh,control,2050,50000.0
2649,vanadium redox flow battery,vanadium redox battery (vrb),lifetime in total number of cycles,cycles,lower,2030,20000.0
2650,vanadium redox flow battery,vanadium redox battery (vrb),lifetime in total number of cycles,cycles,lower,2050,40000.0
2651,vanadium redox flow battery,vanadium redox battery (vrb),lifetime in total number of cycles,cycles,upper,2030,40000.0
2652,vanadium redox flow battery,vanadium redox battery (vrb),lifetime in total number of cycles,cycles,upper,2050,200000.0
2653,vanadium redox flow battery,vanadium redox battery (vrb),lifetime in total number of cycles,cycles,control,2020,20000.0
2657,vanadium redox flow battery,vanadium redox battery (vrb),lifetime in total number of cycles,cycles,control,2040,100000.0
2659,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,lower,2030,300000.0
2660,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,lower,2050,150000.0
2661,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,upper,2030,400000.0
2662,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,upper,2050,400000.0
2663,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,control,2020,500000.0
2664,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,control,2025,400000.0
2665,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,control,2030,350000.0
2666,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,control,2035,300000.0
2667,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,control,2040,270000.0
2668,vanadium redox flow battery,vanadium redox battery (vrb),power capacity expansion cost,EUR_2020/MW,control,2050,250000.0
2669,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,lower,2030,3704.0
2670,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,lower,2050,3704.0
2671,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,upper,2030,8889.0
2672,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,upper,2050,8889.0
2673,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,control,2020,3704.0
2674,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,control,2025,3704.0
2675,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,control,2030,7407.0
2676,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,control,2035,7407.0
2677,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,control,2040,7407.0
2678,vanadium redox flow battery,vanadium redox battery (vrb),power density,W/meter**3,control,2050,7407.0
2679,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,lower,2030,16.5
2680,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,lower,2050,23.0
2681,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,upper,2030,24.6
2682,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,upper,2050,26.25
2683,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,control,2020,16.5
2684,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,control,2025,16.5
2685,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,control,2030,19.7
2686,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,control,2035,22.6
2687,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,control,2040,23.4
2688,vanadium redox flow battery,vanadium redox battery (vrb),specific energy,Wh/kg,control,2050,24.6
2689,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,lower,2030,8.25
2690,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,lower,2050,8.25
2691,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,upper,2030,16.5
2692,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,upper,2050,16.5
2693,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,control,2020,8.25
2694,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,control,2025,8.25
2695,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,control,2030,16.5
2696,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,control,2035,16.5
2697,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,control,2040,16.5
2698,vanadium redox flow battery,vanadium redox battery (vrb),specific power,W/kg,control,2050,16.5
2723,na-s battery,nas battery,construction time,years,lower,2020,0.2
2724,na-s battery,nas battery,construction time,years,lower,2050,0.2
2725,na-s battery,nas battery,construction time,years,upper,2020,2.0
2726,na-s battery,nas battery,construction time,years,upper,2050,2.0
2727,na-s battery,nas battery,construction time,years,control,2015,0.5
2728,na-s battery,nas battery,construction time,years,control,2020,0.5
2729,na-s battery,nas battery,construction time,years,control,2030,0.5
2730,na-s battery,nas battery,construction time,years,control,2050,0.5
2731,na-s battery,nas battery,energy losses during storage,percent/day,lower,2020,0.0
2732,na-s battery,nas battery,energy losses during storage,percent/day,lower,2050,0.0
2733,na-s battery,nas battery,energy losses during storage,percent/day,upper,2020,1.0
2734,na-s battery,nas battery,energy losses during storage,percent/day,upper,2050,1.0
2735,na-s battery,nas battery,energy losses during storage,percent/day,control,2015,0.0
2736,na-s battery,nas battery,energy losses during storage,percent/day,control,2020,0.0
2737,na-s battery,nas battery,energy losses during storage,percent/day,control,2030,0.0
2738,na-s battery,nas battery,energy losses during storage,percent/day,control,2050,0.0
2739,na-s battery,nas battery,energy storage capacity for one unit,MWh,lower,2020,30.0
2740,na-s battery,nas battery,energy storage capacity for one unit,MWh,lower,2050,30.0
2741,na-s battery,nas battery,energy storage capacity for one unit,MWh,upper,2020,3000.0
2742,na-s battery,nas battery,energy storage capacity for one unit,MWh,upper,2050,3000.0
2743,na-s battery,nas battery,energy storage capacity for one unit,MWh,control,2015,250.0
2744,na-s battery,nas battery,energy storage capacity for one unit,MWh,control,2020,300.0
2745,na-s battery,nas battery,energy storage capacity for one unit,MWh,control,2030,300.0
2746,na-s battery,nas battery,energy storage capacity for one unit,MWh,control,2050,300.0
2747,na-s battery,nas battery,forced outage,percent,lower,2020,0.0
2748,na-s battery,nas battery,forced outage,percent,lower,2050,0.0
2749,na-s battery,nas battery,forced outage,percent,upper,2020,2.0
2750,na-s battery,nas battery,forced outage,percent,upper,2050,2.0
2751,na-s battery,nas battery,forced outage,percent,control,2015,0.0
2752,na-s battery,nas battery,forced outage,percent,control,2020,0.0
2753,na-s battery,nas battery,forced outage,percent,control,2030,0.0
2754,na-s battery,nas battery,forced outage,percent,control,2050,0.0
2763,na-s battery,nas battery,input capacity for one unit,MW,lower,2020,5.0
2764,na-s battery,nas battery,input capacity for one unit,MW,lower,2050,5.0
2765,na-s battery,nas battery,input capacity for one unit,MW,upper,2020,500.0
2766,na-s battery,nas battery,input capacity for one unit,MW,upper,2050,500.0
2767,na-s battery,nas battery,input capacity for one unit,MW,control,2015,35.0
2768,na-s battery,nas battery,input capacity for one unit,MW,control,2020,50.0
2769,na-s battery,nas battery,input capacity for one unit,MW,control,2030,50.0
2770,na-s battery,nas battery,input capacity for one unit,MW,control,2050,50.0
2771,na-s battery,nas battery,output capacity for one unit,MW,lower,2020,5.0
2772,na-s battery,nas battery,output capacity for one unit,MW,lower,2050,5.0
2773,na-s battery,nas battery,output capacity for one unit,MW,upper,2020,500.0
2774,na-s battery,nas battery,output capacity for one unit,MW,upper,2050,500.0
2775,na-s battery,nas battery,output capacity for one unit,MW,control,2015,35.0
2776,na-s battery,nas battery,output capacity for one unit,MW,control,2020,50.0
2777,na-s battery,nas battery,output capacity for one unit,MW,control,2030,50.0
2778,na-s battery,nas battery,output capacity for one unit,MW,control,2050,50.0
2779,na-s battery,nas battery,planned outage,weeks/year,lower,2020,0.0
2780,na-s battery,nas battery,planned outage,weeks/year,lower,2050,0.0
2781,na-s battery,nas battery,planned outage,weeks/year,upper,2020,0.0
2782,na-s battery,nas battery,planned outage,weeks/year,upper,2050,0.0
2783,na-s battery,nas battery,planned outage,weeks/year,control,2015,0.0
2784,na-s battery,nas battery,planned outage,weeks/year,control,2020,0.0
2785,na-s battery,nas battery,planned outage,weeks/year,control,2030,0.0
2786,na-s battery,nas battery,planned outage,weeks/year,control,2050,0.0
2787,na-s battery,nas battery,round trip efficiency dc,percent,lower,2020,71.0
2788,na-s battery,nas battery,round trip efficiency dc,percent,lower,2050,74.0
2789,na-s battery,nas battery,round trip efficiency dc,percent,upper,2020,92.0
2790,na-s battery,nas battery,round trip efficiency dc,percent,upper,2050,96.0
2791,na-s battery,nas battery,round trip efficiency dc,percent,control,2015,83.0
2792,na-s battery,nas battery,round trip efficiency dc,percent,control,2020,83.0
2793,na-s battery,nas battery,round trip efficiency dc,percent,control,2030,85.0
2794,na-s battery,nas battery,round trip efficiency dc,percent,control,2050,85.0
2795,na-s battery,nas battery,technical lifetime,years,lower,2020,10.0
2796,na-s battery,nas battery,technical lifetime,years,lower,2050,14.0
2797,na-s battery,nas battery,technical lifetime,years,upper,2020,28.0
2798,na-s battery,nas battery,technical lifetime,years,upper,2050,36.0
2799,na-s battery,nas battery,technical lifetime,years,control,2015,15.0
2800,na-s battery,nas battery,technical lifetime,years,control,2020,19.0
2801,na-s battery,nas battery,technical lifetime,years,control,2030,24.0
2802,na-s battery,nas battery,technical lifetime,years,control,2050,24.0
2803,na-s battery,nas battery,capacity component,EUR_2020/MW,lower,2020,234000.0
2804,na-s battery,nas battery,capacity component,EUR_2020/MW,lower,2050,191000.0
2805,na-s battery,nas battery,capacity component,EUR_2020/MW,upper,2020,829000.0
2806,na-s battery,nas battery,capacity component,EUR_2020/MW,upper,2050,681000.0
2807,na-s battery,nas battery,capacity component,EUR_2020/MW,control,2015,670000.0
2808,na-s battery,nas battery,capacity component,EUR_2020/MW,control,2020,436000.0
2809,na-s battery,nas battery,capacity component,EUR_2020/MW,control,2030,351000.0
2810,na-s battery,nas battery,capacity component,EUR_2020/MW,control,2050,351000.0
2811,na-s battery,nas battery,energy component,EUR_2020/MWh,lower,2020,191000.0
2812,na-s battery,nas battery,energy component,EUR_2020/MWh,lower,2050,85000.0
2813,na-s battery,nas battery,energy component,EUR_2020/MWh,upper,2020,532000.0
2814,na-s battery,nas battery,energy component,EUR_2020/MWh,upper,2050,245000.0
2815,na-s battery,nas battery,energy component,EUR_2020/MWh,control,2015,330000.0
2816,na-s battery,nas battery,energy component,EUR_2020/MWh,control,2020,266000.0
2817,na-s battery,nas battery,energy component,EUR_2020/MWh,control,2030,149000.0
2818,na-s battery,nas battery,energy component,EUR_2020/MWh,control,2050,117000.0
2819,na-s battery,nas battery,other project costs,EUR_2020/MWh,lower,2020,43000.0
2820,na-s battery,nas battery,other project costs,EUR_2020/MWh,lower,2050,21000.0
2821,na-s battery,nas battery,other project costs,EUR_2020/MWh,upper,2020,106000.0
2822,na-s battery,nas battery,other project costs,EUR_2020/MWh,upper,2050,53000.0
2823,na-s battery,nas battery,other project costs,EUR_2020/MWh,control,2015,64000.0
2824,na-s battery,nas battery,other project costs,EUR_2020/MWh,control,2020,53000.0
2825,na-s battery,nas battery,other project costs,EUR_2020/MWh,control,2030,32000.0
2826,na-s battery,nas battery,other project costs,EUR_2020/MWh,control,2050,32000.0
2827,na-s battery,nas battery,fixed o&m,percent,lower,2020,0.8
2828,na-s battery,nas battery,fixed o&m,percent,lower,2050,0.8
2829,na-s battery,nas battery,fixed o&m,percent,upper,2020,7.2
2830,na-s battery,nas battery,fixed o&m,percent,upper,2050,7.2
2831,na-s battery,nas battery,fixed o&m,percent,control,2015,1.5
2832,na-s battery,nas battery,fixed o&m,percent,control,2020,1.5
2833,na-s battery,nas battery,fixed o&m,percent,control,2030,1.5
2834,na-s battery,nas battery,fixed o&m,percent,control,2050,1.5
2835,na-s battery,nas battery,specific investment,EUR_2020/MWh,lower,2020,266000.0
2836,na-s battery,nas battery,specific investment,EUR_2020/MWh,lower,2050,138000.0
2837,na-s battery,nas battery,specific investment,EUR_2020/MWh,upper,2020,776000.0
2838,na-s battery,nas battery,specific investment,EUR_2020/MWh,upper,2050,415000.0
2839,na-s battery,nas battery,specific investment,EUR_2020/MWh,control,2015,489000.0
2840,na-s battery,nas battery,specific investment,EUR_2020/MWh,control,2020,393000.0
2841,na-s battery,nas battery,specific investment,EUR_2020/MWh,control,2030,245000.0
2842,na-s battery,nas battery,specific investment,EUR_2020/MWh,control,2050,213000.0
2843,na-s battery,nas battery,variable o&m,EUR_2020/MWh,lower,2020,0.319
2844,na-s battery,nas battery,variable o&m,EUR_2020/MWh,lower,2050,0.319
2845,na-s battery,nas battery,variable o&m,EUR_2020/MWh,upper,2020,5.955
2846,na-s battery,nas battery,variable o&m,EUR_2020/MWh,upper,2050,5.955
2847,na-s battery,nas battery,variable o&m,EUR_2020/MWh,control,2015,1.914
2848,na-s battery,nas battery,variable o&m,EUR_2020/MWh,control,2020,1.914
2849,na-s battery,nas battery,variable o&m,EUR_2020/MWh,control,2030,1.914
2850,na-s battery,nas battery,variable o&m,EUR_2020/MWh,control,2050,1.914
2851,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,lower,2020,0.001
2852,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,lower,2050,0.001
2853,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,upper,2020,0.05
2854,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,upper,2050,0.05
2855,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,control,2015,0.05
2856,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,control,2020,0.05
2857,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,control,2030,0.05
2858,na-s battery,nas battery,response time from full-rated charge to full-rated discharge,sec,control,2050,0.05
2859,na-s battery,nas battery,response time from idle to full-rated discharge,sec,lower,2020,0.001
2860,na-s battery,nas battery,response time from idle to full-rated discharge,sec,lower,2050,0.001
2861,na-s battery,nas battery,response time from idle to full-rated discharge,sec,upper,2020,0.02
2862,na-s battery,nas battery,response time from idle to full-rated discharge,sec,upper,2050,0.02
2863,na-s battery,nas battery,response time from idle to full-rated discharge,sec,control,2015,0.001
2864,na-s battery,nas battery,response time from idle to full-rated discharge,sec,control,2020,0.001
2865,na-s battery,nas battery,response time from idle to full-rated discharge,sec,control,2030,0.001
2866,na-s battery,nas battery,response time from idle to full-rated discharge,sec,control,2050,0.001
2867,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,lower,2020,1595000.0
2868,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,lower,2050,851000.0
2869,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,upper,2020,4679000.0
2870,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,upper,2050,2446000.0
2871,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,control,2015,3509000.0
2872,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,control,2020,2339000.0
2873,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,control,2030,1489000.0
2874,na-s battery,nas battery,alternative investment cost,EUR_2020/MW,control,2050,1276000.0
2875,na-s battery,nas battery,energy density,Wh/meter**3,lower,2020,19500.0
2876,na-s battery,nas battery,energy density,Wh/meter**3,lower,2050,19500.0
2877,na-s battery,nas battery,energy density,Wh/meter**3,upper,2020,32500.0
2878,na-s battery,nas battery,energy density,Wh/meter**3,upper,2050,32500.0
2879,na-s battery,nas battery,energy density,Wh/meter**3,control,2015,26000.0
2880,na-s battery,nas battery,energy density,Wh/meter**3,control,2020,26000.0
2881,na-s battery,nas battery,energy density,Wh/meter**3,control,2030,26000.0
2882,na-s battery,nas battery,energy density,Wh/meter**3,control,2050,26000.0
2883,na-s battery,nas battery,lifetime in total number of cycles,cycles,lower,2020,1100.0
2884,na-s battery,nas battery,lifetime in total number of cycles,cycles,lower,2050,1500.0
2885,na-s battery,nas battery,lifetime in total number of cycles,cycles,upper,2020,11200.0
2886,na-s battery,nas battery,lifetime in total number of cycles,cycles,upper,2050,15000.0
2887,na-s battery,nas battery,lifetime in total number of cycles,cycles,control,2015,4500.0
2888,na-s battery,nas battery,lifetime in total number of cycles,cycles,control,2020,5600.0
2889,na-s battery,nas battery,lifetime in total number of cycles,cycles,control,2030,7500.0
2890,na-s battery,nas battery,lifetime in total number of cycles,cycles,control,2050,7500.0
2891,na-s battery,nas battery,power density,W/meter**3,lower,2020,3225.0
2892,na-s battery,nas battery,power density,W/meter**3,lower,2050,3225.0
2893,na-s battery,nas battery,power density,W/meter**3,upper,2020,5375.0
2894,na-s battery,nas battery,power density,W/meter**3,upper,2050,5375.0
2895,na-s battery,nas battery,power density,W/meter**3,control,2015,4300.0
2896,na-s battery,nas battery,power density,W/meter**3,control,2020,4300.0
2897,na-s battery,nas battery,power density,W/meter**3,control,2030,4300.0
2898,na-s battery,nas battery,power density,W/meter**3,control,2050,4.3
2899,na-s battery,nas battery,specific energy,Wh/kg,lower,2020,42.0
2900,na-s battery,nas battery,specific energy,Wh/kg,lower,2050,42.0
2901,na-s battery,nas battery,specific energy,Wh/kg,upper,2020,70.0
2902,na-s battery,nas battery,specific energy,Wh/kg,upper,2050,70.0
2903,na-s battery,nas battery,specific energy,Wh/kg,control,2015,56.0
2904,na-s battery,nas battery,specific energy,Wh/kg,control,2020,56.0
2905,na-s battery,nas battery,specific energy,Wh/kg,control,2030,56.0
2906,na-s battery,nas battery,specific energy,Wh/kg,control,2050,56.0
2907,na-s battery,nas battery,specific power,W/kg,lower,2020,6.98
2908,na-s battery,nas battery,specific power,W/kg,lower,2050,6.98
2909,na-s battery,nas battery,specific power,W/kg,upper,2020,11.63
2910,na-s battery,nas battery,specific power,W/kg,upper,2050,11.63
2911,na-s battery,nas battery,specific power,W/kg,control,2015,9.3
2912,na-s battery,nas battery,specific power,W/kg,control,2020,9.3
2913,na-s battery,nas battery,specific power,W/kg,control,2030,9.3
2914,na-s battery,nas battery,specific power,W/kg,control,2050,9.3
2935,na-nicl2 battery,na-nicl2 battery,construction time,years,lower,2020,0.2
2936,na-nicl2 battery,na-nicl2 battery,construction time,years,lower,2050,0.2
2937,na-nicl2 battery,na-nicl2 battery,construction time,years,upper,2020,2.0
2938,na-nicl2 battery,na-nicl2 battery,construction time,years,upper,2050,2.0
