,ws,Technology,par,unit,est,year,val
1933,caes,compressed air energy storage,technical lifetime,years,control,2020,40.0
1934,caes,compressed air energy storage,technical lifetime,years,control,2030,40.0
1935,caes,compressed air energy storage,technical lifetime,years,control,2050,40.0
1936,caes,compressed air energy storage,capacity component,EUR_2020/MW,lower,2020,319000.0
1937,caes,compressed air energy storage,capacity component,EUR_2020/MW,lower,2050,319000.0
1938,caes,compressed air energy storage,capacity component,EUR_2020/MW,upper,2020,1276000.0
1939,caes,compressed air energy storage,capacity component,EUR_2020/MW,upper,2050,1276000.0
1940,caes,compressed air energy storage,capacity component,EUR_2020/MW,control,2015,638000.0
1941,caes,compressed air energy storage,capacity component,EUR_2020/MW,control,2020,638000.0
1942,caes,compressed air energy storage,capacity component,EUR_2020/MW,control,2030,957000.0
1943,caes,compressed air energy storage,capacity component,EUR_2020/MW,control,2050,957000.0
1944,caes,compressed air energy storage,energy component,EUR_2020/MWh,lower,2020,2000.0
1945,caes,compressed air energy storage,energy component,EUR_2020/MWh,lower,2050,2000.0
1946,caes,compressed air energy storage,energy component,EUR_2020/MWh,upper,2020,11000.0
1947,caes,compressed air energy storage,energy component,EUR_2020/MWh,upper,2050,11000.0
1948,caes,compressed air energy storage,energy component,EUR_2020/MWh,control,2015,2000.0
1949,caes,compressed air energy storage,energy component,EUR_2020/MWh,control,2020,2000.0
1950,caes,compressed air energy storage,energy component,EUR_2020/MWh,control,2030,2000.0
1951,caes,compressed air energy storage,energy component,EUR_2020/MWh,control,2050,2000.0
1952,caes,compressed air energy storage,other project costs,EUR_2020/MWh,lower,2020,85000.0
1953,caes,compressed air energy storage,other project costs,EUR_2020/MWh,lower,2050,85000.0
1954,caes,compressed air energy storage,other project costs,EUR_2020/MWh,upper,2020,96000.0
1955,caes,compressed air energy storage,other project costs,EUR_2020/MWh,upper,2050,96000.0
1956,caes,compressed air energy storage,other project costs,EUR_2020/MWh,control,2015,90000.0
1957,caes,compressed air energy storage,other project costs,EUR_2020/MWh,control,2020,90000.0
1958,caes,compressed air energy storage,other project costs,EUR_2020/MWh,control,2030,90000.0
1959,caes,compressed air energy storage,other project costs,EUR_2020/MWh,control,2050,90000.0
1960,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,lower,2020,2126.8
1961,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,lower,2050,2126.8
1962,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,upper,2020,4253.6
1963,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,upper,2050,4253.6
1964,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,control,2015,2615.964
1965,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,control,2020,2615.964
1966,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,control,2030,2615.964
1967,caes,compressed air energy storage,fixed o&m,EUR_2020/MW/year,control,2050,2615.964
1968,caes,compressed air energy storage,specific investment,EUR_2020/MWh,lower,2020,319000.0
1969,caes,compressed air energy storage,specific investment,EUR_2020/MWh,lower,2050,425000.0
1970,caes,compressed air energy storage,specific investment,EUR_2020/MWh,upper,2020,1276000.0
1971,caes,compressed air energy storage,specific investment,EUR_2020/MWh,upper,2050,2127000.0
1972,caes,compressed air energy storage,specific investment,EUR_2020/MWh,control,2015,691000.0
1973,caes,compressed air energy storage,specific investment,EUR_2020/MWh,control,2020,691000.0
1974,caes,compressed air energy storage,specific investment,EUR_2020/MWh,control,2030,1063000.0
1975,caes,compressed air energy storage,specific investment,EUR_2020/MWh,control,2050,851000.0
1976,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,lower,2020,2.127
1977,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,lower,2050,2.127
1978,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,upper,2020,3.19
1979,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,upper,2050,3.19
1980,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,control,2015,2.616
1981,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,control,2020,2.616
1982,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,control,2030,2.616
1983,caes,compressed air energy storage,variable o&m,EUR_2020/MWh,control,2050,2.616
1988,caes,compressed air energy storage,idle to full discharge,sec,lower,2020,500.0
1989,caes,compressed air energy storage,idle to full discharge,sec,lower,2050,800.0
1990,caes,compressed air energy storage,idle to full discharge,sec,upper,2020,1000.0
1991,caes,compressed air energy storage,idle to full discharge,sec,upper,2050,1200.0
1992,caes,compressed air energy storage,idle to full discharge,sec,control,2015,700.0
1993,caes,compressed air energy storage,idle to full discharge,sec,control,2020,700.0
1994,caes,compressed air energy storage,idle to full discharge,sec,control,2030,1000.0
1995,caes,compressed air energy storage,idle to full discharge,sec,control,2050,1000.0
1997,caes,compressed air energy storage,specific investment,EUR_2020/kW,lower,2050,584.87
1999,caes,compressed air energy storage,specific investment,EUR_2020/kW,upper,2050,680.576
2000,caes,compressed air energy storage,specific investment,EUR_2020/kW,control,2015,680.576
2001,caes,compressed air energy storage,specific investment,EUR_2020/kW,control,2020,680.576
2002,caes,compressed air energy storage,specific investment,EUR_2020/kW,control,2030,680.576
2003,caes,compressed air energy storage,specific investment,EUR_2020/kW,control,2050,680.576
2004,flywheels,flywheels,charge efficiency,percent,lower,2020,99.0
2005,flywheels,flywheels,charge efficiency,percent,lower,2050,99.0
2006,flywheels,flywheels,charge efficiency,percent,upper,2020,99.5
2007,flywheels,flywheels,charge efficiency,percent,upper,2050,99.5
2008,flywheels,flywheels,charge efficiency,percent,control,2018,99.0
2009,flywheels,flywheels,charge efficiency,percent,control,2020,99.0
2010,flywheels,flywheels,charge efficiency,percent,control,2030,99.0
2011,flywheels,flywheels,charge efficiency,percent,control,2050,99.0
2012,flywheels,flywheels,discharge efficiency,percent,lower,2020,99.0
2013,flywheels,flywheels,discharge efficiency,percent,lower,2050,99.0
2014,flywheels,flywheels,discharge efficiency,percent,upper,2020,99.5
2015,flywheels,flywheels,discharge efficiency,percent,upper,2050,99.5
2016,flywheels,flywheels,discharge efficiency,percent,control,2018,99.0
2017,flywheels,flywheels,discharge efficiency,percent,control,2020,99.0
2018,flywheels,flywheels,discharge efficiency,percent,control,2030,99.0
2019,flywheels,flywheels,discharge efficiency,percent,control,2050,99.0
2028,flywheels,flywheels,auxiliary electricity consumption,percent,control,2018,0.0
2029,flywheels,flywheels,construction time,years,lower,2020,0.25
2030,flywheels,flywheels,construction time,years,lower,2050,0.25
2031,flywheels,flywheels,construction time,years,upper,2020,0.25
2032,flywheels,flywheels,construction time,years,upper,2050,0.25
2033,flywheels,flywheels,construction time,years,control,2018,0.5
2034,flywheels,flywheels,construction time,years,control,2020,0.25
2035,flywheels,flywheels,construction time,years,control,2030,0.25
2036,flywheels,flywheels,construction time,years,control,2050,0.25
2037,flywheels,flywheels,energy losses during storage,percent/day,lower,2020,2.0
2038,flywheels,flywheels,energy losses during storage,percent/day,lower,2050,0.5
2039,flywheels,flywheels,energy losses during storage,percent/day,upper,2020,5.0
2040,flywheels,flywheels,energy losses during storage,percent/day,upper,2050,1.5
2041,flywheels,flywheels,energy losses during storage,percent/day,control,2018,5.0
2042,flywheels,flywheels,energy losses during storage,percent/day,control,2020,3.0
2043,flywheels,flywheels,energy losses during storage,percent/day,control,2030,1.0
2044,flywheels,flywheels,energy losses during storage,percent/day,control,2050,1.0
2045,flywheels,flywheels,energy storage capacity for one unit,MWh,lower,2020,0.1
2046,flywheels,flywheels,energy storage capacity for one unit,MWh,lower,2050,0.1
2047,flywheels,flywheels,energy storage capacity for one unit,MWh,upper,2020,0.1
2048,flywheels,flywheels,energy storage capacity for one unit,MWh,upper,2050,0.15
2049,flywheels,flywheels,energy storage capacity for one unit,MWh,control,2018,0.1
2050,flywheels,flywheels,energy storage capacity for one unit,MWh,control,2020,0.1
2051,flywheels,flywheels,energy storage capacity for one unit,MWh,control,2030,0.1
2052,flywheels,flywheels,energy storage capacity for one unit,MWh,control,2050,0.1
2053,flywheels,flywheels,forced outage,percent,control,2018,0.0
2062,flywheels,flywheels,input capacity for one unit,MW,lower,2020,1.0
2063,flywheels,flywheels,input capacity for one unit,MW,lower,2050,1.0
2064,flywheels,flywheels,input capacity for one unit,MW,upper,2020,1.0
2065,flywheels,flywheels,input capacity for one unit,MW,upper,2050,1.5
2066,flywheels,flywheels,input capacity for one unit,MW,control,2018,1.0
2067,flywheels,flywheels,input capacity for one unit,MW,control,2020,1.0
2068,flywheels,flywheels,input capacity for one unit,MW,control,2030,1.0
2069,flywheels,flywheels,input capacity for one unit,MW,control,2050,1.0
2070,flywheels,flywheels,output capacity for one unit,MW,lower,2020,1.0
2071,flywheels,flywheels,output capacity for one unit,MW,lower,2050,1.0
2072,flywheels,flywheels,output capacity for one unit,MW,upper,2020,1.0
2073,flywheels,flywheels,output capacity for one unit,MW,upper,2050,1.5
2074,flywheels,flywheels,output capacity for one unit,MW,control,2018,1.0
2075,flywheels,flywheels,output capacity for one unit,MW,control,2020,1.0
2076,flywheels,flywheels,output capacity for one unit,MW,control,2030,1.0
2077,flywheels,flywheels,output capacity for one unit,MW,control,2050,1.0
2078,flywheels,flywheels,planned outage,weeks/year,control,2018,0.0
2079,flywheels,flywheels,round trip efficiency,percent,lower,2020,98.0
2080,flywheels,flywheels,round trip efficiency,percent,lower,2050,98.0
2081,flywheels,flywheels,round trip efficiency,percent,upper,2020,99.0
2082,flywheels,flywheels,round trip efficiency,percent,upper,2050,99.0
2083,flywheels,flywheels,round trip efficiency,percent,control,2018,98.0
2084,flywheels,flywheels,round trip efficiency,percent,control,2020,98.0
2085,flywheels,flywheels,round trip efficiency,percent,control,2030,98.0
2086,flywheels,flywheels,round trip efficiency,percent,control,2050,98.0
2087,flywheels,flywheels,technical lifetime,years,lower,2020,20.0
2088,flywheels,flywheels,technical lifetime,years,lower,2050,20.0
2089,flywheels,flywheels,technical lifetime,years,upper,2020,25.0
2090,flywheels,flywheels,technical lifetime,years,upper,2050,25.0
2091,flywheels,flywheels,technical lifetime,years,control,2018,20.0
2092,flywheels,flywheels,technical lifetime,years,control,2020,20.0
2093,flywheels,flywheels,technical lifetime,years,control,2030,25.0
2094,flywheels,flywheels,technical lifetime,years,control,2050,25.0
2095,flywheels,flywheels,capacity component,EUR_2020/MW,lower,2020,106000.0
2096,flywheels,flywheels,capacity component,EUR_2020/MW,lower,2050,96000.0
2097,flywheels,flywheels,capacity component,EUR_2020/MW,upper,2020,106000.0
2098,flywheels,flywheels,capacity component,EUR_2020/MW,upper,2050,106000.0
2099,flywheels,flywheels,capacity component,EUR_2020/MW,control,2018,106000.0
2100,flywheels,flywheels,capacity component,EUR_2020/MW,control,2020,106000.0
2101,flywheels,flywheels,capacity component,EUR_2020/MW,control,2030,106000.0
2102,flywheels,flywheels,capacity component,EUR_2020/MW,control,2050,106000.0
2103,flywheels,flywheels,energy component,EUR_2020/MWh,lower,2020,319000.0
2104,flywheels,flywheels,energy component,EUR_2020/MWh,lower,2050,319000.0
2105,flywheels,flywheels,energy component,EUR_2020/MWh,upper,2020,383000.0
2106,flywheels,flywheels,energy component,EUR_2020/MWh,upper,2050,383000.0
2107,flywheels,flywheels,energy component,EUR_2020/MWh,control,2018,1063000.0
2108,flywheels,flywheels,energy component,EUR_2020/MWh,control,2020,351000.0
2109,flywheels,flywheels,energy component,EUR_2020/MWh,control,2030,351000.0
2110,flywheels,flywheels,energy component,EUR_2020/MWh,control,2050,351000.0
2111,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,lower,2020,797.55
2112,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,lower,2050,797.55
2113,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,upper,2020,797.55
2114,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,upper,2050,797.55
2115,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,control,2018,797.55
2116,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,control,2020,797.55
2117,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,control,2030,797.55
2118,flywheels,flywheels,fixed o&m,EUR_2020/MW/year,control,2050,797.55
2119,flywheels,flywheels,specific investment,EUR_2020/MWh,lower,2020,319000.0
2120,flywheels,flywheels,specific investment,EUR_2020/MWh,lower,2050,319000.0
2121,flywheels,flywheels,specific investment,EUR_2020/MWh,upper,2020,383000.0
2122,flywheels,flywheels,specific investment,EUR_2020/MWh,upper,2050,383000.0
2123,flywheels,flywheels,specific investment,EUR_2020/MWh,control,2018,1063000.0
2124,flywheels,flywheels,specific investment,EUR_2020/MWh,control,2020,356000.0
2125,flywheels,flywheels,specific investment,EUR_2020/MWh,control,2030,356000.0
2126,flywheels,flywheels,specific investment,EUR_2020/MWh,control,2050,356000.0
2127,flywheels,flywheels,variable o&m,EUR_2020/MWh,lower,2020,0.0
2128,flywheels,flywheels,variable o&m,EUR_2020/MWh,lower,2050,0.0
2129,flywheels,flywheels,variable o&m,EUR_2020/MWh,upper,2020,0.0
2130,flywheels,flywheels,variable o&m,EUR_2020/MWh,upper,2050,0.0
2131,flywheels,flywheels,variable o&m,EUR_2020/MWh,control,2018,0.0
2132,flywheels,flywheels,variable o&m,EUR_2020/MWh,control,2020,0.0
2133,flywheels,flywheels,variable o&m,EUR_2020/MWh,control,2030,0.0
2134,flywheels,flywheels,variable o&m,EUR_2020/MWh,control,2050,0.0
2135,flywheels,flywheels,response time from full-rated charge to full-rated discharge,sec,lower,2020,0.003
2136,flywheels,flywheels,response time from full-rated charge to full-rated discharge,sec,lower,2050,0.003
2137,flywheels,flywheels,response time from full-rated charge to full-rated discharge,sec,upper,2020,0.003
