,technology,parameter,year,value,unit,currency_year,source,further_description,financial_case,scenario,carrier
147,PEM electrolyzer small size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
148,PEM electrolyzer small size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
149,SOEC,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
150,SOEC,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
151,SOEC,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
152,Alkaline electrolyzer large size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
153,Alkaline electrolyzer large size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
154,Alkaline electrolyzer large size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
155,PEM electrolyzer small size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
156,PEM electrolyzer small size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
157,PEM electrolyzer small size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
158,SOEC,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
159,SOEC,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
160,SOEC,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
161,Alkaline electrolyzer large size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
162,Alkaline electrolyzer large size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
163,Alkaline electrolyzer large size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
164,PEM electrolyzer small size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
165,PEM electrolyzer small size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
166,PEM electrolyzer small size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
167,SOEC,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
168,SOEC,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
169,SOEC,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
170,Alkaline electrolyzer large size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
171,Alkaline electrolyzer large size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
172,Alkaline electrolyzer large size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
173,PEM electrolyzer small size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
174,PEM electrolyzer small size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
175,PEM electrolyzer small size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
176,SOEC,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
177,SOEC,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
178,SOEC,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
179,Alkaline electrolyzer large size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
180,Alkaline electrolyzer large size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
181,Alkaline electrolyzer large size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
182,PEM electrolyzer small size,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
183,PEM electrolyzer small size,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
184,PEM electrolyzer small size,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
185,SOEC,FOM,2020,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
186,SOEC,FOM,2030,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
187,SOEC,FOM,2050,4,%/year,2022,ICCT IRA e-fuels assumptions ,Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
188,battery storage,investment,2022,405.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
189,battery storage,investment,2030,254.8,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
190,battery storage,investment,2040,208.6,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
191,battery storage,investment,2050,163,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
192,battery storage,investment,2022,405.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
193,battery storage,investment,2030,330.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
194,battery storage,investment,2040,307.8,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
195,battery storage,investment,2050,285.2,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
196,battery storage,investment,2022,405.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
197,battery storage,investment,2030,205.8,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
198,battery storage,investment,2040,169.5,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
199,battery storage,investment,2050,134,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
200,battery storage,investment,2022,405.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
201,battery storage,investment,2030,254.8,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
202,battery storage,investment,2040,208.6,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
203,battery storage,investment,2050,163,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
204,battery storage,investment,2022,405.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
205,battery storage,investment,2030,330.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
206,battery storage,investment,2040,307.8,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
207,battery storage,investment,2050,285.2,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
208,battery storage,investment,2022,405.4,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
209,battery storage,investment,2030,205.8,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
210,battery storage,investment,2040,169.5,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
211,battery storage,investment,2050,134,USD_2022/kWh,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
212,battery inverter,investment,2022,480.1,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
213,battery inverter,investment,2030,432.8,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
214,battery inverter,investment,2040,409.6,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
215,battery inverter,investment,2050,384,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
216,battery inverter,investment,2022,480.1,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
217,battery inverter,investment,2030,454.2,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
218,battery inverter,investment,2040,430.3,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
219,battery inverter,investment,2050,406.2,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
220,battery inverter,investment,2022,480.1,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
221,battery inverter,investment,2030,294.7,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
222,battery inverter,investment,2040,262,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
223,battery inverter,investment,2050,226.6,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
224,battery inverter,investment,2022,480.1,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
225,battery inverter,investment,2030,432.8,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
226,battery inverter,investment,2040,409.6,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
227,battery inverter,investment,2050,384,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
228,battery inverter,investment,2022,480.1,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
229,battery inverter,investment,2030,454.2,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
230,battery inverter,investment,2040,430.3,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
231,battery inverter,investment,2050,406.2,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Conservative,
232,battery inverter,investment,2022,480.1,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
233,battery inverter,investment,2030,294.7,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
234,battery inverter,investment,2040,262,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
235,battery inverter,investment,2050,226.6,USD_2022/kW,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Includes grid connection and project financing costs; Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Advanced,
236,battery storage,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
237,battery storage,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
238,battery storage,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
239,battery storage,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Moderate,
240,battery storage,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
241,battery storage,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
242,battery storage,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
243,battery storage,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Conservative,
244,battery storage,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
245,battery storage,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
246,battery storage,FOM,2040,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
247,battery storage,FOM,2050,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,R&D,Advanced,
248,battery storage,FOM,2022,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
249,battery storage,FOM,2030,2.5,%/year,2022,"NREL, 2024 ATB Excel Workbook, Sheet “Utility-Scale Battery Storage”, https://data.openei.org/files/6006/2024_v3_Workbook.xlsx",Meaning of scenario and financial case: https://atb.nrel.gov/electricity/2024/definitions#scenarios,Market,Moderate,
